Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview,Number_of_genres,Title_len,sep_Overview,IMDB_Rating_power_2_plus_price,Rating_trans,IMDB_Rating_norm_sum,IMDB_Rating_sub_mean,IMDB_Rating_norm_minmax,is_top_movie,Rating_on_1_to_2_scale,random_score,Genre_code,orig_index
Akira,1988,"Animation, Action, Sci-Fi",124 min,8.0,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by two teenagers and a group of psychics.,3,5,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,82,41,196
The Night of the Hunter,1955,"Crime, Drama, Film-Noir",92 min,8.0,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",3,23,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,84,79,197
Saving Private Ryan,1998,"Drama, War",169 min,8.6,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",2,19,1,82.55999999999999,2.932575659723036,0.0027840725153771445,0.40636604774537055,0.461538461538461,0,1,70,118,200
The Imitation Game,2014,"Biography, Drama, Thriller",114 min,8.0,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians.",3,18,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,80,60,207
Modern Times,1936,"Comedy, Drama, Family",87 min,8.5,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,3,12,0,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,24,69,208
Ba wang bie ji,1993,"Drama, Music, Romance",171 min,8.1,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,3,14,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,79,105,213
A Streetcar Named Desire,1951,Drama,122 min,8.0,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,1,24,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,46,87,219
Hamilton,2020,"Biography, Drama, History",160 min,8.6,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",3,8,1,82.55999999999999,2.932575659723036,0.0027840725153771445,0.40636604774537055,0.461538461538461,0,1,62,57,220
Vivre sa vie: Film en douze tableaux,1962,Drama,80 min,8.0,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,1,36,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,15,87,224
Ratatouille,2007,"Animation, Adventure, Comedy",111 min,8.0,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,3,11,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,29,42,225
The Great Dictator,1940,"Comedy, Drama, War",125 min,8.4,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,3,18,0,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,69,73,226
Coco,2017,"Animation, Adventure, Family",105 min,8.4,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",3,4,3,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,35,44,227
Pink Floyd: The Wall,1982,"Drama, Fantasy, Music",95 min,8.1,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,3,20,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,63,94,229
Viskningar och rop,1972,Drama,91 min,8.1,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.",1,18,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,3,87,230
The Pursuit of Happyness,2006,"Biography, Drama",117 min,8.0,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,2,24,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,51,55,231
Slumdog Millionaire,2008,"Drama, Romance",120 min,8.0,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",2,19,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,58,111,232
The Maltese Falcon,1941,"Film-Noir, Mystery",100 min,8.0,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",2,18,2,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,86,120,233
The Deer Hunter,1978,"Drama, War",183 min,8.1,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,2,15,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,76,118,234
"Il buono, il brutto, il cattivo",1966,Western,161 min,8.8,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,1,31,0,86.24000000000001,2.9664793948382653,0.0028488183878277763,0.6063660477453716,0.6153846153846156,0,1,30,128,235
Judgment at Nuremberg,1961,"Drama, War",179 min,8.2,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",2,21,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,76,118,236
Casino Royale,2006,"Action, Adventure, Thriller",144 min,8.0,"After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",3,13,2,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,7,5,237
Mad Max: Fury Road,2015,"Action, Adventure, Sci-Fi",120 min,8.1,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",3,18,3,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,13,4,240
The Message,1976,"Biography, Drama, History",177 min,8.2,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,3,11,0,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,62,57,247
Twelve Monkeys,1995,"Mystery, Sci-Fi, Thriller",129 min,8.0,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",3,14,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,57,126,252
Eskiya,1996,"Crime, Drama, Thriller",128 min,8.2,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.",3,6,2,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,40,84,253
The Sixth Sense,1999,"Drama, Mystery, Thriller",107 min,8.1,A boy who communicates with spirits seeks the help of a disheartened child psychologist.,3,15,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,9,109,254
Mou gaan dou,2002,"Action, Crime, Drama",101 min,8.0,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.",3,12,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,16,11,258
Kagemusha,1980,"Drama, History, War",180 min,8.0,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,3,9,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,43,101,259
Apocalypse Now,1979,"Drama, Mystery, War",147 min,8.4,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,3,14,0,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,89,110,260
A Clockwork Orange,1971,"Crime, Drama, Sci-Fi",136 min,8.3,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",3,18,2,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,90,83,261
Knockin' on Heaven's Door,1997,"Action, Crime, Comedy",87 min,8.0,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea.",3,25,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,53,10,264
Full Metal Jacket,1987,"Drama, War",116 min,8.3,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,2,17,0,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,67,118,265
2001: A Space Odyssey,1968,"Adventure, Sci-Fi",149 min,8.3,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",2,21,1,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,50,36,266
Young Frankenstein,1974,Comedy,106 min,8.0,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",1,18,3,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,70,61,267
The Grapes of Wrath,1940,"Drama, History",129 min,8.0,"A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",2,19,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,93,99,269
Tenkû no shiro Rapyuta,1986,"Animation, Adventure, Drama",125 min,8.0,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,3,22,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,25,43,270
Babam ve Oglum,2005,"Drama, Family",112 min,8.3,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,2,14,0,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,34,88,271
Jodaeiye Nader az Simin,2011,Drama,123 min,8.3,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,1,23,0,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,45,87,273
Short Term 12,2013,Drama,96 min,8.0,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,1,13,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,16,87,274
Eternal Sunshine of the Spotless Mind,2004,"Drama, Romance, Sci-Fi",108 min,8.3,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",3,37,1,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,73,112,281
Forrest Gump,1994,"Drama, Romance",142 min,8.8,"The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",2,12,3,86.24000000000001,2.9664793948382653,0.0028488183878277763,0.6063660477453716,0.6153846153846156,0,1,35,111,282
Groundhog Day,1993,"Comedy, Fantasy, Romance",101 min,8.0,A weatherman finds himself inexplicably living the same day over and over again.,3,13,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,89,74,283
The Lion King,1994,"Animation, Adventure, Drama",88 min,8.5,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",3,13,1,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,1,43,285
Léon,1994,"Action, Crime, Drama",110 min,8.5,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",3,4,4,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,23,11,286
The Martian,2015,"Adventure, Drama, Sci-Fi",144 min,8.0,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",3,11,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,48,30,287
Unforgiven,1992,"Drama, Western",130 min,8.2,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",2,10,2,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,48,119,288
Bacheha-Ye aseman,1997,"Drama, Family, Sport",89 min,8.3,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",3,17,2,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,44,91,293
Planet of the Apes,1968,"Adventure, Sci-Fi",112 min,8.0,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",2,18,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,12,36,294
Monty Python and the Holy Grail,1975,"Adventure, Comedy, Fantasy",91 min,8.2,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",3,31,3,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,39,25,295
Les diaboliques,1955,"Crime, Drama, Horror",117 min,8.0,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,3,15,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,1,80,296
Dog Day Afternoon,1975,"Biography, Crime, Drama",125 min,8.0,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",3,17,3,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,2,54,297
Sholay,1975,"Action, Adventure, Comedy",204 min,8.2,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",3,6,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,98,1,301
The Nightmare Before Christmas,1993,"Animation, Family, Fantasy",76 min,8.0,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",3,30,3,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,25,52,302
Magnolia,1999,Drama,188 min,8.0,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",1,8,2,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,61,87,307
La haine,1995,"Crime, Drama",98 min,8.1,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,2,8,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,27,78,310
Special Chabbis,2013,"Crime, Drama, Thriller",144 min,8.0,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.,3,15,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,19,84,312
Goodfellas,1990,"Biography, Crime, Drama",146 min,8.7,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",3,10,1,84.38999999999999,2.949576240750525,0.00281644545160246,0.5063660477453702,0.5384615384615377,0,1,69,54,313
Airlift,2016,"Drama, History",130 min,8.0,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",2,7,2,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,20,99,314
Prisoners,2013,"Crime, Drama, Mystery",153 min,8.1,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",3,9,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,93,82,316
The Great Escape,1963,"Adventure, Drama, History",172 min,8.2,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,3,16,0,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,31,29,317
Cidade de Deus,2002,"Crime, Drama",130 min,8.6,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",2,14,1,82.55999999999999,2.932575659723036,0.0027840725153771445,0.40636604774537055,0.461538461538461,0,1,62,78,319
Tropa de Elite,2007,"Action, Crime, Drama",115 min,8.0,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",3,14,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,5,11,320
Blade Runner 2049,2017,"Action, Drama, Mystery",164 min,8.0,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",3,17,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,53,14,323
Per un pugno di dollari,1964,"Action, Drama, Western",99 min,8.0,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",3,23,2,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,34,19,324
Room,2015,"Drama, Thriller",118 min,8.1,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",2,4,2,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,56,116,327
Inglourious Basterds,2009,"Adventure, Drama, War",153 min,8.3,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",3,20,1,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,28,32,329
Oldeuboi,2003,"Action, Drama, Mystery",101 min,8.4,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",3,8,2,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,38,14,331
Paper Moon,1973,"Comedy, Crime, Drama",102 min,8.1,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",3,10,2,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,38,63,333
The Hustler,1961,"Drama, Sport",134 min,8.0,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,2,11,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,17,115,335
Rang De Basanti,2006,"Comedy, Crime, Drama",167 min,8.2,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",3,15,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,42,63,336
Alien,1979,"Horror, Sci-Fi",117 min,8.4,"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.",2,5,1,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,80,124,337
Roman Holiday,1953,"Comedy, Romance",118 min,8.0,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,2,13,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,83,76,339
Tôkyô monogatari,1953,Drama,136 min,8.2,"An old couple visit their children and grandchildren in the city, but receive little attention.",1,16,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,20,87,340
The Thing,1982,"Horror, Mystery, Sci-Fi",109 min,8.1,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,3,9,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,91,122,341
Taegukgi hwinalrimyeo,2004,"Action, Drama, War",140 min,8.1,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.",3,21,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,15,18,342
The Apartment,1960,"Comedy, Drama, Romance",125 min,8.3,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",3,13,1,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,65,71,344
Metropolis,1927,"Drama, Sci-Fi",153 min,8.3,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",2,10,1,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,10,114,349
Lawrence of Arabia,1962,"Adventure, Biography, Drama",228 min,8.3,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",3,18,3,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,54,23,350
Dangal,2016,"Action, Biography, Drama",161 min,8.4,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,3,6,0,78.96000000000001,2.898275349237888,0.0027193266429265135,0.20636604774537126,0.3076923076923078,0,1,60,7,353
Kill Bill: Vol. 2,2004,"Action, Crime, Thriller",137 min,8.0,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",3,17,3,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,37,12,356
Platoon,1986,"Drama, War",120 min,8.1,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",2,7,3,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,57,118,357
Hotaru no haka,1988,"Animation, Drama, War",89 min,8.5,A young boy and his little sister struggle to survive in Japan during World War II.,3,14,0,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,2,51,358
Darbareye Elly,2009,"Drama, Mystery",119 min,8.0,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,2,14,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,37,106,359
Portrait de la jeune fille en feu,2019,"Drama, Romance",122 min,8.1,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",2,33,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,27,111,360
In the Name of the Father,1993,"Biography, Crime, Drama",133 min,8.1,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,3,25,0,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,5,54,364
La Strada,1954,Drama,108 min,8.0,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",1,9,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,37,87,365
The Bridge on the River Kwai,1957,"Adventure, Drama, War",161 min,8.1,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors, not knowing that the allied forces are planning to destroy it.",3,28,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,19,32,367
Her,2013,"Drama, Romance, Sci-Fi",126 min,8.0,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",3,3,1,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,30,112,368
There Will Be Blood,2007,Drama,158 min,8.2,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",1,19,4,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,52,87,370
Citizen Kane,1941,"Drama, Mystery",119 min,8.3,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",2,12,1,77.19000000000001,2.8809720581775866,0.002686953706701198,0.10636604774537162,0.2307692307692312,0,1,11,106,371
Casablanca,1942,"Drama, Romance, War",102 min,8.5,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,3,10,0,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,42,113,373
Nefes: Vatan Sagolsun,2009,"Action, Drama, Thriller",128 min,8.0,Story of 40-man Turkish task force who must defend a relay station.,3,21,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,68,17,374
Paan Singh Tomar,2012,"Action, Biography, Crime",135 min,8.2,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",3,16,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,33,6,376
Aladdin,1992,"Animation, Adventure, Comedy",90 min,8.0,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,3,7,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,27,42,378
The General,1926,"Action, Adventure, Comedy",67 min,8.1,"When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines.",3,11,1,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,58,1,380
Gisaengchung,2019,"Comedy, Drama, Thriller",132 min,8.6,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,3,12,0,82.55999999999999,2.932575659723036,0.0027840725153771445,0.40636604774537055,0.461538461538461,0,1,85,72,381
Der Himmel über Berlin,1987,"Drama, Fantasy, Romance",128 min,8.0,An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.,3,22,0,72.0,2.8284271247461903,0.002589834898025251,-0.1936339522546291,0.0,0,0,72,95,385
The Pianist,2002,"Biography, Drama, Music",150 min,8.5,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,3,11,0,80.75,2.9154759474226504,0.002751699579151829,0.3063660477453709,0.3846153846153844,0,1,50,58,388
Höstsonaten,1978,"Drama, Music",99 min,8.2,"A married daughter who longs for her mother's love is visited by the latter, a successful concert pianist.",2,11,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,15,104,389
"Monsters, Inc.",2001,"Animation, Adventure, Comedy",92 min,8.1,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",3,14,4,73.71,2.8460498941515415,0.0026222078342505663,-0.09363395225462945,0.07692307692307661,0,0,52,42,390
Black,2005,Drama,122 min,8.2,"The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world.",1,5,1,75.44,2.8635642126552705,0.002654580770475882,0.006366047745370196,0.15384615384615322,0,1,33,87,395
